Symbol,logFC,PValue,FDR,
CR43610,1.861221128,0.329793575,0.657780105,
CG43841,1.861221128,0.329793575,0.657780105,
CR43949,1.861221128,0.329793575,0.657780105,
CG44038,1.861221128,0.329793575,0.657780105,
CR44156,1.861221128,0.329793575,0.657780105,
CR44180,1.861221128,0.329793575,0.657780105,
CR44198,1.861221128,0.329793575,0.657780105,
CR44256,1.861221128,0.329793575,0.657780105,
CR44414,1.861221128,0.329793575,0.657780105,
CR44446,1.861221128,0.329793575,0.657780105,
CR44482,1.861221128,0.329793575,0.657780105,
CR44497,1.861221128,0.329793575,0.657780105,
CR44530,1.861221128,0.329793575,0.657780105,
CR44680,1.861221128,0.329793575,0.657780105,
CR44794,1.861221128,0.329793575,0.657780105,
CR44952,1.861221128,0.329793575,0.657780105,
CR45125,1.861221128,0.329793575,0.657780105,
CR45247,1.861221128,0.329793575,0.657780105,
CR45509,1.861221128,0.329793575,0.657780105,
Ubc87F,1.861221128,0.329793575,0.657780105,
CR45761,1.861221128,0.329793575,0.657780105,
CR46087,1.861221128,0.329793575,0.657780105,
Gdh,1.863762765,8.63E-05,0.007465364,
Ctf4,1.86646483,0.002585841,0.057686681,
Jhe,1.86655915,0.093019055,0.393947337,
Galphaf,1.871277346,0.000365463,0.017560303,
CG5191,1.871464917,0.000295196,0.015280554,
Mst84Db,1.871582858,0.146606334,0.490073405,
Spn31A,1.871859748,0.108049453,0.424194148,
ry,1.872542864,0.000896825,0.031300624,
CG4009,1.872974085,0.124409079,0.451669751,
CR45224,1.87656079,0.029108005,0.216545727,
Dat,1.880411554,0.000121088,0.009288716,
CG7409,1.880977007,0.164065268,0.515661254,
CG12985,1.883015039,0.175316229,0.530165147,
Amy-d,1.883138092,0.138254119,0.473109868,
Cpr51A,1.8831681,8.71E-05,0.007465364,
CG13810,1.884496471,0.025803751,0.204353689,
CG14342,1.885496516,0.091157359,0.391153634,
Hsp27,1.887574742,0.013868283,0.148300123,
CG4415,1.888097991,0.167502918,0.521285772,
Mal-A6,1.888432185,0.003421643,0.06823779,
Mip,1.888746663,0.007781427,0.106994621,
CG33012,1.8912974,0.015574744,0.155925744,
alpha-Est8,1.892999499,0.002572808,0.057469226,
snmRNA:184,1.893717877,0.079530362,0.364037173,
shf,1.89499943,0.000125375,0.009551313,
Mur18B,1.899138167,0.08758062,0.383425545,
CG13492,1.899474359,8.98E-05,0.007554934,
snoRNA:Psi18S-525i,1.899828965,0.104933141,0.416446708,
hdm,1.900100553,0.138194889,0.473058025,
Adh,1.901645022,0.013485362,0.146112887,
Adhr,1.901645022,0.013485362,0.146112887,
tw,1.901759359,0.003212492,0.065638426,
Swip-1,1.9024704,3.40E-05,0.004599669,
Pino,1.902940232,1.94E-05,0.00340592,
CG18746,1.905936836,0.000437345,0.019613225,
CG13449,1.908389578,0.13047718,0.46064441,
CG6834,1.908843525,0.000973167,0.032985834,
CG2772,1.910800364,0.173804686,0.530165147,
Pglym87,1.913451533,0.330961211,0.657780105,
tRNA:Y1:85Ac,1.913451533,0.330961211,0.657780105,
Prosalpha4T2,1.913451533,0.330961211,0.657780105,
CG13243,1.913451533,0.330961211,0.657780105,
CG3473,1.913451533,0.330961211,0.657780105,
CG18266,1.913451533,0.330961211,0.657780105,
CG13113,1.913451533,0.330961211,0.657780105,
CG18636,1.913451533,0.330961211,0.657780105,
CG10651,1.913451533,0.330961211,0.657780105,
CG15233,1.913451533,0.330961211,0.657780105,
CG14759,1.913451533,0.330961211,0.657780105,
CG15649,1.913451533,0.330961211,0.657780105,
CG3492,1.913451533,0.330961211,0.657780105,
CG8329,1.913451533,0.330961211,0.657780105,
Ir68b,1.913451533,0.330961211,0.657780105,
CG18581,1.913451533,0.330961211,0.657780105,
CG6497,1.913451533,0.330961211,0.657780105,
CG13725,1.913451533,0.330961211,0.657780105,
Adgf-B,1.913451533,0.330961211,0.657780105,
CG3698,1.913451533,0.330961211,0.657780105,
Trxr-2,1.913451533,0.330961211,0.657780105,
CG14739,1.913451533,0.330961211,0.657780105,
CG14282,1.913451533,0.330961211,0.657780105,
CheB93a,1.913451533,0.330961211,0.657780105,
CG14546,1.913451533,0.330961211,0.657780105,
PH4alphaSG2,1.913451533,0.330961211,0.657780105,
IM3,1.913451533,0.330961211,0.657780105,
Gr58c,1.913451533,0.330961211,0.657780105,
Or19a,1.913451533,0.330961211,0.657780105,
snRNA:U6atac:29B,1.913451533,0.330961211,0.657780105,
CG16741,1.913451533,0.330961211,0.657780105,
Hex-t1,1.913451533,0.330961211,0.657780105,
Gr93c,1.913451533,0.330961211,0.657780105,
Cpr49Aa,1.913451533,0.330961211,0.657780105,
CG30062,1.913451533,0.330961211,0.657780105,
CG30195,1.913451533,0.330961211,0.657780105,
tRNA:CR30206,1.913451533,0.330961211,0.657780105,
CG30350,1.913451533,0.330961211,0.657780105,
CG30393,1.913451533,0.330961211,0.657780105,
CG31427,1.913451533,0.330961211,0.657780105,
CG31661,1.913451533,0.330961211,0.657780105,
tRNA:CR31946,1.913451533,0.330961211,0.657780105,
tRNA:CR31963,1.913451533,0.330961211,0.657780105,
CG32161,1.913451533,0.330961211,0.657780105,
CG32187,1.913451533,0.330961211,0.657780105,
825-Oak,1.913451533,0.330961211,0.657780105,
tRNA:CR32362,1.913451533,0.330961211,0.657780105,
tRNA:CR32370,1.913451533,0.330961211,0.657780105,
CG32453,1.913451533,0.330961211,0.657780105,
Sp212,1.913451533,0.330961211,0.657780105,
5SrRNA:CR33452,1.913451533,0.330961211,0.657780105,
snRNA:U7,1.913451533,0.330961211,0.657780105,
CG33770,1.913451533,0.330961211,0.657780105,
CG33796,1.913451533,0.330961211,0.657780105,
CG34204,1.913451533,0.330961211,0.657780105,
CR34285,1.913451533,0.330961211,0.657780105,
snoRNA:Me28S-A3365,1.913451533,0.330961211,0.657780105,
CG33342,1.913451533,0.330961211,0.657780105,
BG642167,1.913451533,0.330961211,0.657780105,
CG42649,1.913451533,0.330961211,0.657780105,
mir-289,1.913451533,0.330961211,0.657780105,
CG43098,1.913451533,0.330961211,0.657780105,
CG43167,1.913451533,0.330961211,0.657780105,
CG43390,1.913451533,0.330961211,0.657780105,
snoRNA:hts-a,1.913451533,0.330961211,0.657780105,
snoRNA:kis-a,1.913451533,0.330961211,0.657780105,
snoRNA:Irbp-a,1.913451533,0.330961211,0.657780105,
mir-4962,1.913451533,0.330961211,0.657780105,
mir-4987,1.913451533,0.330961211,0.657780105,
mir-4915,1.913451533,0.330961211,0.657780105,
CR43652,1.913451533,0.330961211,0.657780105,
CR43700,1.913451533,0.330961211,0.657780105,
CR43793,1.913451533,0.330961211,0.657780105,
CR43876,1.913451533,0.330961211,0.657780105,
CR43950,1.913451533,0.330961211,0.657780105,
CR44279,1.913451533,0.330961211,0.657780105,
CR44305,1.913451533,0.330961211,0.657780105,
CR44309,1.913451533,0.330961211,0.657780105,
CR44447,1.913451533,0.330961211,0.657780105,
CR44536,1.913451533,0.330961211,0.657780105,
CR44554,1.913451533,0.330961211,0.657780105,
CR44614,1.913451533,0.330961211,0.657780105,
CR44636,1.913451533,0.330961211,0.657780105,
CR44640,1.913451533,0.330961211,0.657780105,
CR44641,1.913451533,0.330961211,0.657780105,
CR44647,1.913451533,0.330961211,0.657780105,
CR44824,1.913451533,0.330961211,0.657780105,
CR44988,1.913451533,0.330961211,0.657780105,
CR45257,1.913451533,0.330961211,0.657780105,
CR45503,1.913451533,0.330961211,0.657780105,
CR45724,1.913451533,0.330961211,0.657780105,
CR45725,1.913451533,0.330961211,0.657780105,
CR46011,1.913451533,0.330961211,0.657780105,
CR46042,1.913451533,0.330961211,0.657780105,
Cp19,1.914253852,0.330991006,0.657780105,
l(1)sc,1.914253852,0.330991006,0.657780105,
snRNA:U2:14B,1.914253852,0.330991006,0.657780105,
snRNA:U3:22A,1.914253852,0.330991006,0.657780105,
TpnC47D,1.914253852,0.330991006,0.657780105,
Or33c,1.914253852,0.330991006,0.657780105,
alpha-Est4aPsi,1.914253852,0.330991006,0.657780105,
NimB4,1.914253852,0.330991006,0.657780105,
jhamt,1.914253852,0.330991006,0.657780105,
CG15208,1.914253852,0.330991006,0.657780105,
CG12439,1.914253852,0.330991006,0.657780105,
rho-6,1.914253852,0.330991006,0.657780105,
Cyp310a1,1.914253852,0.330991006,0.657780105,
CG8746,1.914253852,0.330991006,0.657780105,
CG12902,1.914253852,0.330991006,0.657780105,
Cpr47Ee,1.914253852,0.330991006,0.657780105,
CG13171,1.914253852,0.330991006,0.657780105,
CG13589,1.914253852,0.330991006,0.657780105,
CG14983,1.914253852,0.330991006,0.657780105,
CG5194,1.914253852,0.330991006,0.657780105,
CG12289,1.914253852,0.330991006,0.657780105,
CG4914,1.914253852,0.330991006,0.657780105,
CG4842,1.914253852,0.330991006,0.657780105,
CG14452,1.914253852,0.330991006,0.657780105,
CG9458,1.914253852,0.330991006,0.657780105,
CG3809,1.914253852,0.330991006,0.657780105,
CG17244,1.914253852,0.330991006,0.657780105,
Or94b,1.914253852,0.330991006,0.657780105,
CG13829,1.914253852,0.330991006,0.657780105,
alrm,1.914253852,0.330991006,0.657780105,
Cpr100A,1.914253852,0.330991006,0.657780105,
CG15212,1.914253852,0.330991006,0.657780105,
Cyp309a2,1.914253852,0.330991006,0.657780105,
PGRP-SC1a,1.914253852,0.330991006,0.657780105,
TotX,1.914253852,0.330991006,0.657780105,
mthl12,1.914253852,0.330991006,0.657780105,
CG30075,1.914253852,0.330991006,0.657780105,
CG31008,1.914253852,0.330991006,0.657780105,
TwdlH,1.914253852,0.330991006,0.657780105,
TwdlR,1.914253852,0.330991006,0.657780105,
CG31928,1.914253852,0.330991006,0.657780105,
tRNA:CR32520,1.914253852,0.330991006,0.657780105,
CG32523,1.914253852,0.330991006,0.657780105,
CR33315,1.914253852,0.330991006,0.657780105,
Rdh,1.914253852,0.330991006,0.657780105,
snoRNA:Psi18S-110,1.914253852,0.330991006,0.657780105,
Vm26Ac,1.914253852,0.330991006,0.657780105,
Sfp33A1,1.914253852,0.330991006,0.657780105,
CG30002,1.914253852,0.330991006,0.657780105,
CG32295,1.914253852,0.330991006,0.657780105,
scaRNA:MeU5-G38,1.914253852,0.330991006,0.657780105,
CG42762,1.914253852,0.330991006,0.657780105,
mir-307b,1.914253852,0.330991006,0.657780105,
mir-991,1.914253852,0.330991006,0.657780105,
mir-977,1.914253852,0.330991006,0.657780105,
mir-307a,1.914253852,0.330991006,0.657780105,
CG43290,1.914253852,0.330991006,0.657780105,
CG43397,1.914253852,0.330991006,0.657780105,
CG43401,1.914253852,0.330991006,0.657780105,
mir-4966,1.914253852,0.330991006,0.657780105,
mir-4909,1.914253852,0.330991006,0.657780105,
mir-3641,1.914253852,0.330991006,0.657780105,
CR43655,1.914253852,0.330991006,0.657780105,
CG43666,1.914253852,0.330991006,0.657780105,
CR43697,1.914253852,0.330991006,0.657780105,
CR43719,1.914253852,0.330991006,0.657780105,
CR43724,1.914253852,0.330991006,0.657780105,
CR43792,1.914253852,0.330991006,0.657780105,
CR43854,1.914253852,0.330991006,0.657780105,
CG43922,1.914253852,0.330991006,0.657780105,
CR44166,1.914253852,0.330991006,0.657780105,
CR44191,1.914253852,0.330991006,0.657780105,
CR44204,1.914253852,0.330991006,0.657780105,
CR44293,1.914253852,0.330991006,0.657780105,
CR44418,1.914253852,0.330991006,0.657780105,
CR44543,1.914253852,0.330991006,0.657780105,
CR44555,1.914253852,0.330991006,0.657780105,
CR44563,1.914253852,0.330991006,0.657780105,
CR44605,1.914253852,0.330991006,0.657780105,
CR44638,1.914253852,0.330991006,0.657780105,
CR44651,1.914253852,0.330991006,0.657780105,
CR44666,1.914253852,0.330991006,0.657780105,
CR44671,1.914253852,0.330991006,0.657780105,
CR44790,1.914253852,0.330991006,0.657780105,
CR44864,1.914253852,0.330991006,0.657780105,
CR45031,1.914253852,0.330991006,0.657780105,
CR45301,1.914253852,0.330991006,0.657780105,
CR45460,1.914253852,0.330991006,0.657780105,
CR45534,1.914253852,0.330991006,0.657780105,
CR45560,1.914253852,0.330991006,0.657780105,
CR45605,1.914253852,0.330991006,0.657780105,
CR45606,1.914253852,0.330991006,0.657780105,
CR45653,1.914253852,0.330991006,0.657780105,
CR45825,1.914253852,0.330991006,0.657780105,
CR45881,1.914253852,0.330991006,0.657780105,
CR45924,1.914253852,0.330991006,0.657780105,
CR45954,1.914253852,0.330991006,0.657780105,
CR46110,1.917533957,0.078753927,0.361998996,
CG11318,1.920668531,1.14E-05,0.002340796,
CG43236,1.921650237,0.199317584,0.550025961,
Obp73a,1.922088943,0.074881492,0.353422163,
CG30047,1.922541466,0.004068017,0.075530388,
CG1494,1.923235044,0.007824489,0.107291505,
l(2)03659,1.923390353,0.013374887,0.145823782,
snoRNA:U3:54Ab,1.923538305,0.203427802,0.556103823,
CR43482,1.927196955,0.158285623,0.505079497,
HHEX,1.928093029,0.080255323,0.366288162,
mir-4977,1.929884067,0.231227784,0.586112165,
Cyp4ad1,1.932989114,0.011457559,0.133658836,
CG1673,1.934545095,0.001837851,0.047954702,
Hsp67Bc,1.935305682,0.000328688,0.016285409,
CR44975,1.938154361,0.035906897,0.24107932,
CG13631,1.938520414,0.010688463,0.128481942,
CG15155,1.939282529,0.064595542,0.329284764,
CG45544,1.940242569,0.170463535,0.525092874,
CR45040,1.94175584,0.002331211,0.054949963,
CG15044,1.947993891,0.068399648,0.337445965,
Hsp70Ab,1.950564265,0.001535911,0.042707607,
CG34458,1.950823767,0.082432442,0.371318987,
CR42719,1.951811152,0.001191291,0.036864092,
CG31676,1.95314956,0.002388938,0.055710043,
CG6996,1.956192082,0.183728112,0.532100256,
DNApol-alpha60,1.956277563,0.003217249,0.065658915,
Klp67A,1.958078719,0.001035907,0.034161855,
CG11426,1.960401823,0.078465976,0.361711496,
snoRNA:Psi28S-3571,1.966431998,0.096848047,0.400373579,
CG2680,1.968624829,2.97E-05,0.004145051,
mir-275,1.971876389,0.214007258,0.562609602,
CG9360,1.974862432,0.000422825,0.019359175,
CG30272,1.978381727,0.079511113,0.364037173,
CR44817,1.978718153,0.119968648,0.450365239,
CG15605,1.980537694,0.13444885,0.467032848,
Or24a,1.985509357,0.209554224,0.561874049,
CG10738,1.988430032,0.006956684,0.10114082,
Jon65Aiii,1.988683745,0.037976047,0.249231168,
Idgf3,1.989697869,0.006984602,0.101210176,
CR43399,1.994550536,0.003947914,0.074463464,
pgant6,1.995264827,0.000116719,0.009072939,
CG14069,1.996709774,0.213698739,0.562609602,
CG3355,1.997817368,0.175617993,0.530361459,
CG30114,1.99837122,0.213573339,0.562609602,
in,2.00139562,0.088192359,0.383663711,
CG6023,2.003362113,6.32E-05,0.006316963,
p38c,2.005437411,9.36E-05,0.007786135,
Doc1,2.005589788,0.173063831,0.529638916,
CR45039,2.006071833,0.004743128,0.082462531,
CG7276,2.006143622,0.211024823,0.562609602,
Sur,2.007062054,0.004377221,0.078520619,
CG34386,2.007333528,0.005718397,0.091088135,
CG14644,2.007767121,0.082207911,0.37066508,
CG11899,2.008379951,0.000225925,0.013141758,
CG30160,2.01050577,0.081190694,0.36807303,
Amph,2.013992041,0.000272837,0.014434636,
CR44764,2.019220602,0.16870738,0.523450784,
CG33278,2.019774406,0.20666308,0.557277182,
CG13315,2.024034392,0.008271344,0.110296951,
CG5321,2.028636837,0.037514195,0.247780694,
CR46033,2.033032976,0.014177938,0.149748683,
CG6296,2.033423081,0.191112798,0.53860181,
CG18557,2.034887087,0.056186519,0.304053901,
CG10910,2.036711122,0.018097401,0.168915563,
CG12116,2.03877689,0.179078444,0.532100256,
CG13575,2.047024197,0.003110507,0.064611355,
CG11018,2.047965525,0.095574918,0.397812565,
CG5048,2.048808637,0.112108984,0.433418685,
CG5613,2.052000013,0.004765275,0.08263367,
Cpr66D,2.052405548,0.174805784,0.530165147,
CG14556,2.055133782,0.123082639,0.451669751,
CG8490,2.056445393,0.004399324,0.078588253,
ltd,2.057897974,8.57E-05,0.007465364,
CR45320,2.060248634,0.009401142,0.120018956,
CG45071,2.062273195,0.000173142,0.011384428,
CR45300,2.06238173,0.012369812,0.139142679,
CR43704,2.06298664,0.092870892,0.393947337,
CG43400,2.06361781,0.155204019,0.503882506,
CheA46a,2.064758966,0.218250194,0.565790859,
Hsp60D,2.065314919,0.207539478,0.55852677,
CR45098,2.066357681,0.14826429,0.492374284,
CG44385,2.066426909,0.218109194,0.565647953,
CG6012,2.067198126,0.004510081,0.07999526,
CG9815,2.067271097,0.000294895,0.015280554,
CR45026,2.071595353,0.007359631,0.104650361,
CG4835,2.072379852,0.043136668,0.267065604,
CR44398,2.072528823,0.215806134,0.562609602,
CG43194,2.07294594,0.012370293,0.139142679,
CG43210,2.07294594,0.012370293,0.139142679,
CheB38b,2.07364072,0.205048063,0.556211267,
Obp56e,2.074752728,0.25225913,0.614998579,
Or22b,2.075989918,0.102515822,0.409678084,
CR44348,2.081005249,0.002942652,0.062918075,
CG8051,2.082094044,0.000611176,0.024323379,
Rif1,2.082917447,0.001031585,0.034161855,
CG11029,2.086155263,0.211620979,0.562609602,
stv,2.088545097,6.79E-06,0.001722192,
CG34215,2.092348298,0.062508566,0.322880926,
CR44891,2.094532867,0.013309377,0.145306489,
Corp,2.095843004,0.005993668,0.093681197,
CG13502,2.098714803,0.045852377,0.27503791,
GlcT-1,2.100666404,3.95E-05,0.004969413,
fu12,2.100981865,0.000183558,0.011759789,
CG15554,2.104536834,0.01701488,0.163781092,
Takl2,2.108257144,9.25E-05,0.007741228,
CR45834,2.110215447,0.028073933,0.212823562,
deltaTry,2.113134516,0.051112027,0.289767735,
Hsp70Aa,2.116749364,0.000194107,0.012124744,
CG5928,2.11686114,0.039712176,0.256013988,
CG4563,2.11728234,0.04512082,0.273445305,
His2B:CG17949,2.119268716,0.123698883,0.451669751,
CG7084,2.120014445,0.005838001,0.09215401,
CR44868,2.125473542,0.002543569,0.057391701,
CG16854,2.125696189,0.030282794,0.221701998,
CR44192,2.129477027,0.006288108,0.095302428,
Gr77a,2.132704162,0.034110346,0.234497029,
CG14629,2.13793472,0.001823289,0.047810087,
DNApol-alpha73,2.138797751,0.002198372,0.052860645,
Tsp42Eq,2.142023703,1.67E-06,0.000665521,
su(r),2.148302058,0.000202884,0.01245242,
CR43475,2.149587221,0.013491842,0.146112887,
nsr,2.149674137,0.00022854,0.013235649,
CG31343,2.150972614,0.008232656,0.109999352,
CG6908,2.152237136,0.005200639,0.086749629,
CG7992,2.152733487,4.03E-05,0.005033323,
CG17026,2.156649898,0.106138455,0.419611568,
upd3,2.157174322,2.96E-05,0.004145051,
CG14695,2.159006912,0.004109984,0.075970732,
Sfp77F,2.1595385,0.015628261,0.156372015,
santa-maria,2.162169317,0.006174651,0.094832317,
CG15347,2.162191344,0.000585659,0.023711047,
Spn77Ba,2.164220995,0.031939586,0.227088666,
CR45195,2.169763161,0.005953066,0.093213181,
CG9312,2.17122604,0.013785512,0.147738116,
CG4259,2.172851474,0.078651757,0.36190982,
Npc2e,2.176851135,0.006980565,0.101210176,
CR44284,2.183103916,0.011922677,0.137397261,
CR44717,2.183287316,0.008208339,0.1097583,
CG32054,2.183391105,0.003023386,0.063709657,
hd,2.191967356,0.000952517,0.032472056,
Strica,2.193435112,0.00024792,0.013931381,
sxe2,2.195649759,0.074896967,0.353422163,
hiw,2.197991422,2.80E-05,0.004043219,
GS,2.198712047,0.070250155,0.342918004,
CR44976,2.203532947,0.000179495,0.011659525,
APC7,2.205186455,0.014460166,0.150809961,
CG3348,2.20595845,0.000536447,0.022198791,
CG9192,2.209259098,0.017857223,0.168096252,
CR44331,2.209273215,0.002418281,0.056095149,
CG3775,2.216166359,0.041194975,0.260578704,
CG17664,2.221313512,0.001358699,0.03974739,
CG32750,2.231529972,0.039313171,0.254484339,
CG3222,2.233240245,0.125932104,0.452083845,
dgt5,2.233381961,0.002533627,0.057391701,
CG31785,2.242506821,0.087520504,0.383348411,
CG3902,2.242829104,0.002299906,0.054455373,
sle,2.243250764,8.74E-05,0.007465364,
CG10298,2.24383097,0.052246065,0.292598037,
CR44953,2.245972277,7.54E-05,0.006920127,
CG7381,2.247277156,2.99E-05,0.004145051,
mthl9,2.247862855,0.001061998,0.034718399,
CR46031,2.255920579,0.126831441,0.453904244,
snoRNA:Or-CD1,2.25694868,0.126801846,0.453904244,
CR45227,2.257462754,0.163115728,0.514220274,
CG30280,2.258170021,0.004801732,0.08282278,
CG11703,2.263198588,0.061272435,0.319887312,
CG18179,2.264818439,0.010267534,0.125755715,
Socs36E,2.272622641,0.002379686,0.055710043,
CG18128,2.276747202,0.157438549,0.504137719,
CG13482,2.277057247,3.39E-05,0.004599669,
E23,2.277203773,8.20E-05,0.007313429,
CG11911,2.278803133,0.155521013,0.503882506,
snoRNA:Psi28S-3316b,2.278803195,0.157331468,0.504020746,
CG33993,2.281976669,0.006360426,0.095899875,
CG42825,2.286825775,5.46E-05,0.006061625,
CR46101,2.288885715,0.172613523,0.528956714,
CR43910,2.291287419,0.001214621,0.037335201,
Clamp,2.295279936,3.39E-06,0.001161244,
CG6347,2.296667367,0.058771488,0.312685697,
SKIP,2.299184286,2.07E-05,0.003452494,
CG34253,2.299283738,0.023403493,0.194800238,
E(spl)m8-HLH,2.303706763,0.001604137,0.043906674,
CR42794,2.304363988,0.029236255,0.217059313,
Cyp318a1,2.308680241,0.120089267,0.450624604,
CG17279,2.309194284,0.120075172,0.450624604,
CG15047,2.31398001,0.024608717,0.198802059,
CG5506,2.315106118,0.005540547,0.089477533,
Or10a,2.315951756,0.025641148,0.203939826,
Gr10a,2.315951756,0.025641148,0.203939826,
CG13705,2.318202161,0.15899601,0.506267858,
CG43800,2.318202161,0.15899601,0.506267858,
CG3635,2.318372332,0.000264916,0.014169363,
CG30339,2.319757039,8.90E-06,0.001946709,
Hsromega,2.320434512,4.33E-06,0.001377426,
CCHa1,2.324536057,0.000216368,0.012915609,
fz3,2.324966238,0.009471936,0.120224714,
